#1,#2,#3,#4,#5,#6,#7,class
2,8,16,17,19,26,42,1
2,10,11,17,19,32,42,1
7,13,18,30,33,37,41,1
1,5,17,18,38,41,48,1
2,8,10,14,21,36,40,1
2,11,19,33,44,45,47,1
12,26,28,32,41,43,50,1
14,17,20,24,25,38,48,1
7,11,13,30,38,40,43,1
5,16,19,21,23,31,36,1
2,10,18,19,25,42,48,1
4,8,15,39,40,42,48,1
2,5,8,18,23,31,35,1
5,13,28,35,41,49,50,1
4,8,11,14,15,34,45,1
3,6,10,26,29,35,45,1
17,24,27,33,38,41,48,1
11,28,38,40,43,45,48,1
5,8,31,36,41,42,43,1
1,2,4,10,27,33,45,1
3,11,23,26,31,42,50,1
9,10,13,25,41,47,49,1
1,24,26,29,30,45,50,1
2,6,21,31,34,39,45,1
5,16,18,33,37,38,39,1
1,14,17,20,28,32,38,1
14,18,19,32,35,38,41,1
14,15,24,43,44,48,49,1
4,5,9,15,24,36,48,1
4,12,18,19,22,25,44,1
5,12,13,32,36,40,48,1
7,8,13,21,35,38,45,1
2,13,15,19,38,39,46,1
13,17,24,26,33,46,48,1
2,6,12,13,17,36,48,1
11,21,32,33,38,40,44,1
10,14,25,26,38,41,50,1
6,14,35,37,40,43,46,1
6,17,22,23,32,37,47,1
10,13,18,33,36,45,47,1
7,11,22,28,33,44,49,1
11,14,15,24,34,43,47,1
2,8,12,13,14,36,43,1
20,21,25,33,38,44,45,1
1,9,14,24,26,37,42,1
2,3,16,28,31,42,47,1
6,20,21,28,38,43,47,1
7,18,22,40,44,46,50,1
6,9,11,19,24,38,46,1
5,6,25,31,32,44,48,1
5,9,18,27,32,38,40,1
3,18,19,24,26,27,45,1
14,15,20,32,35,38,50,1
1,8,17,21,35,39,46,1
1,23,27,33,39,45,49,1
2,14,27,30,31,35,43,1
7,11,14,26,27,29,36,1
1,3,4,11,19,24,42,1
7,10,11,19,22,30,37,1
1,13,19,27,42,49,50,1
15,16,18,19,22,44,47,1
1,19,28,29,31,33,43,1
2,14,24,25,35,44,45,1
30,32,33,34,37,45,49,1
12,22,25,30,37,38,45,1
2,4,16,24,25,27,49,1
5,6,12,28,29,36,46,1
2,7,8,26,30,43,48,1
8,15,25,27,33,39,44,1
5,12,15,23,28,38,39,1
3,7,16,22,29,31,42,1
6,9,23,25,31,36,48,1
9,29,30,36,42,46,49,1
11,17,19,22,27,31,40,1
3,13,14,20,30,45,49,1
1,5,10,18,20,40,42,1
1,6,12,21,34,37,47,1
2,5,10,11,14,23,33,1
4,12,16,17,33,36,44,1
1,2,23,32,35,36,45,1
17,24,27,34,38,42,48,1
9,11,20,22,33,36,46,1
26,37,42,44,46,49,50,1
11,21,23,25,28,41,43,1
23,31,34,38,40,45,50,1
5,23,31,35,36,37,43,1
4,12,13,15,18,30,50,1
4,21,24,25,26,27,42,1
1,16,21,24,35,37,39,1
18,21,28,29,31,32,49,1
8,12,23,25,29,43,46,1
8,12,16,30,38,48,50,1
4,29,30,37,38,43,44,1
2,9,10,22,31,35,49,1
1,4,20,33,44,45,49,1
9,21,30,33,38,39,46,1
5,13,14,21,36,37,43,1
5,7,14,23,24,46,47,1
1,4,9,15,18,24,31,1
9,15,35,41,42,45,46,1
6,8,13,27,41,46,47,1
11,17,29,33,39,40,42,1
6,18,21,30,31,34,38,1
3,4,7,19,44,48,49,1
4,6,18,27,28,30,40,1
7,9,19,20,26,32,35,1
5,7,14,21,26,34,49,1
19,20,23,31,37,46,48,1
2,9,11,29,33,39,44,1
2,8,20,21,29,34,37,1
8,27,30,44,46,47,50,1
1,4,8,10,12,17,41,1
3,10,13,19,21,45,49,1
4,6,12,30,32,33,34,1
4,5,9,19,28,34,44,1
7,12,16,26,40,45,49,1
4,6,9,15,22,24,28,1
1,7,9,28,38,48,50,1
8,9,37,38,40,43,49,1
2,11,22,25,32,40,44,1
1,5,6,24,27,28,32,1
4,15,16,17,35,46,50,1
6,12,19,27,30,32,44,1
7,18,22,26,35,41,50,1
2,9,29,30,31,35,37,1
5,8,9,28,32,48,50,1
